date,atm_id,location_type,net_cash_out,num_withdrawals,is_holiday,replenishment,start_balance,end_of_day_balance,stockout
2021-07-25,ATM004,rural_branch,404400,126,0,0,678700,274300,0
2021-07-25,ATM005,transit_hub,1170000,366,0,2759000,3679900,2509800,0
2021-07-26,ATM001,metro_retail,948200,296,0,0,2205600,1257400,0
2021-07-26,ATM002,urban_residential,526000,164,0,0,1363700,837700,0
2021-07-26,ATM003,corporate_park,641900,201,0,0,1628000,986200,0
2021-07-26,ATM004,rural_branch,332200,104,0,996000,1270300,938000,0
2021-07-26,ATM005,transit_hub,1123600,351,0,0,2509800,1386200,0
2021-07-27,ATM001,metro_retail,795200,249,0,0,1257400,462200,0
2021-07-27,ATM002,urban_residential,433100,135,0,0,837700,404600,0
2021-07-27,ATM003,corporate_park,503600,157,0,0,986200,482500,0
2021-07-27,ATM004,rural_branch,233000,73,0,0,938000,705000,0
2021-07-27,ATM005,transit_hub,729900,228,0,0,1386200,656300,0
2021-07-28,ATM001,metro_retail,711200,222,0,3078000,3540200,2829000,0
2021-07-28,ATM002,urban_residential,388400,121,0,1625000,2029600,1641200,0
2021-07-28,ATM003,corporate_park,465400,145,0,1867000,2349500,1884100,0
2021-07-28,ATM004,rural_branch,269300,84,0,0,705000,435700,0
2021-07-28,ATM005,transit_hub,733300,229,0,3024000,3680300,2947000,0
2021-07-29,ATM001,metro_retail,992500,310,0,0,2829000,1836500,0
2021-07-29,ATM002,urban_residential,580300,181,0,0,1641200,1060900,0
2021-07-29,ATM003,corporate_park,622900,195,0,0,1884100,1261300,0
2021-07-29,ATM004,rural_branch,375800,117,0,834000,1269700,894000,0
2021-07-29,ATM005,transit_hub,1212700,379,0,0,2947000,1734300,0
2021-07-30,ATM001,metro_retail,1402500,438,0,0,1836500,434000,0
2021-07-30,ATM002,urban_residential,755400,236,0,0,1060900,305500,0
2021-07-30,ATM003,corporate_park,925300,289,0,0,1261300,336000,0
2021-07-30,ATM004,rural_branch,503700,157,0,0,894000,390200,0
2021-07-30,ATM005,transit_hub,1452800,454,0,0,1734300,281500,0
2021-07-31,ATM001,metro_retail,2094200,654,0,3106000,3540000,1445800,0
2021-07-31,ATM002,urban_residential,1285800,402,0,1724000,2029500,743700,0
2021-07-31,ATM003,corporate_park,1329400,415,0,2014000,2350000,1020600,0
2021-07-31,ATM004,rural_branch,694100,217,0,880000,1270200,576200,0
2021-07-31,ATM005,transit_hub,1930500,603,0,3399000,3680500,1750000,0
2021-08-01,ATM001,metro_retail,1445800,452,0,0,1445800,0,1
2021-08-01,ATM002,urban_residential,743700,232,0,0,743700,0,1
2021-08-01,ATM003,corporate_park,1020600,319,0,0,1020600,0,1
2021-08-01,ATM004,rural_branch,576200,180,0,0,576200,0,1
2021-08-01,ATM005,transit_hub,1750000,547,0,0,1750000,0,1
2021-08-02,ATM001,metro_retail,1314300,411,0,3540000,3540000,2225700,0
2021-08-02,ATM002,urban_residential,681200,213,0,2030000,2030000,1348800,0
2021-08-02,ATM003,corporate_park,927200,290,0,2350000,2350000,1422800,0
2021-08-02,ATM004,rural_branch,427000,133,0,1270000,1270000,843000,0
2021-08-02,ATM005,transit_hub,1455100,455,0,3680000,3680000,2224900,0
2021-08-03,ATM001,metro_retail,1144800,358,0,0,2225700,1080900,0
2021-08-03,ATM002,urban_residential,533900,167,0,0,1348800,814900,0
2021-08-03,ATM003,corporate_park,618400,193,0,0,1422800,804400,0
2021-08-03,ATM004,rural_branch,394800,123,0,0,843000,448200,0
2021-08-03,ATM005,transit_hub,889900,278,0,0,2224900,1335000,0
2021-08-04,ATM001,metro_retail,728100,228,0,2459000,3539900,2811800,0
2021-08-04,ATM002,urban_residential,392700,123,0,0,814900,422100,0
2021-08-04,ATM003,corporate_park,397400,124,0,1546000,2350400,1953000,0
2021-08-04,ATM004,rural_branch,285400,89,0,0,448200,162800,0
2021-08-04,ATM005,transit_hub,862100,269,0,0,1335000,472900,0
2021-08-05,ATM001,metro_retail,829900,259,0,0,2811800,1982000,0
2021-08-05,ATM002,urban_residential,457500,143,0,1608000,2030100,1572600,0
2021-08-05,ATM003,corporate_park,495300,155,0,0,1953000,1457700,0
2021-08-05,ATM004,rural_branch,287300,90,0,1107000,1269800,982500,0
2021-08-05,ATM005,transit_hub,718300,224,0,3207000,3679900,2961600,0
2021-08-06,ATM001,metro_retail,1146000,358,0,0,1982000,836000,0
2021-08-06,ATM002,urban_residential,699000,218,0,0,1572600,873600,0
2021-08-06,ATM003,corporate_park,714900,223,0,0,1457700,742800,0
2021-08-06,ATM004,rural_branch,349100,109,0,0,982500,633300,0
2021-08-06,ATM005,transit_hub,1248000,390,0,0,2961600,1713600,0
2021-08-07,ATM001,metro_retail,1597800,499,0,2704000,3540000,1942200,0
2021-08-07,ATM002,urban_residential,873600,273,0,0,873600,0,1
2021-08-07,ATM003,corporate_park,1133100,354,0,1607000,2349800,1216700,0
2021-08-07,ATM004,rural_branch,573500,179,0,0,633300,59800,0
2021-08-07,ATM005,transit_hub,1713600,535,0,0,1713600,0,1
2021-08-08,ATM001,metro_retail,1404000,439,0,0,1942200,538200,0
2021-08-08,ATM002,urban_residential,716600,224,0,2030000,2030000,1313400,0
2021-08-08,ATM003,corporate_park,874100,273,0,0,1216700,342600,0
2021-08-08,ATM004,rural_branch,489200,153,0,1210000,1269800,780600,0
2021-08-08,ATM005,transit_hub,1239500,387,0,3680000,3680000,2440500,0
2021-08-09,ATM001,metro_retail,1036500,324,0,3002000,3540200,2503700,0
2021-08-09,ATM002,urban_residential,514800,161,0,0,1313400,798600,0
2021-08-09,ATM003,corporate_park,654700,205,0,2007000,2349600,1695000,0
2021-08-09,ATM004,rural_branch,357000,112,0,0,780600,423600,0
2021-08-09,ATM005,transit_hub,967000,302,0,0,2440500,1473400,0
2021-08-10,ATM001,metro_retail,690600,216,0,0,2503700,1813100,0
2021-08-10,ATM002,urban_residential,421800,132,0,0,798600,376800,0
2021-08-10,ATM003,corporate_park,461600,144,0,0,1695000,1233300,0
2021-08-10,ATM004,rural_branch,298800,93,0,846000,1269600,970800,0
2021-08-10,ATM005,transit_hub,709900,222,0,0,1473400,763500,0
2021-08-11,ATM001,metro_retail,713300,223,0,0,1813100,1099900,0
2021-08-11,ATM002,urban_residential,462900,145,0,1653000,2029800,1566900,0
2021-08-11,ATM003,corporate_park,468900,147,0,0,1233300,764500,0
2021-08-11,ATM004,rural_branch,298100,93,0,0,970800,672700,0
2021-08-11,ATM005,transit_hub,878700,275,0,2917000,3680500,2801800,0
2021-08-12,ATM001,metro_retail,821600,257,0,2440000,3539900,2718300,0
2021-08-12,ATM002,urban_residential,460100,144,0,0,1566900,1106800,0
2021-08-12,ATM003,corporate_park,504800,158,0,1586000,2350500,1845700,0
2021-08-12,ATM004,rural_branch,290700,91,0,0,672700,382000,0
2021-08-12,ATM005,transit_hub,834900,261,0,0,2801800,1967000,0
2021-08-13,ATM001,metro_retail,1180900,369,0,0,2718300,1537500,0
2021-08-13,ATM002,urban_residential,578900,181,0,0,1106800,527900,0
2021-08-13,ATM003,corporate_park,709300,222,0,0,1845700,1136300,0
2021-08-13,ATM004,rural_branch,389400,122,0,888000,1270000,880600,0
2021-08-13,ATM005,transit_hub,1095900,342,0,0,1967000,871000,0
2021-08-14,ATM001,metro_retail,1359600,425,0,0,1537500,177800,0
2021-08-14,ATM002,urban_residential,912200,285,0,1502000,2029900,1117600,0
2021-08-14,ATM003,corporate_park,820400,256,0,0,1136300,315900,0
2021-08-14,ATM004,rural_branch,507900,159,0,0,880600,372700,0
2021-08-14,ATM005,transit_hub,1581600,494,0,2809000,3680000,2098400,0
2021-08-15,ATM001,metro_retail,1293200,404,1,3362000,3539800,2246700,0
2021-08-15,ATM002,urban_residential,930200,291,1,0,1117600,187500,0
2021-08-15,ATM003,corporate_park,996100,311,1,2034000,2349900,1353800,0
2021-08-15,ATM004,rural_branch,537300,168,1,897000,1269700,732500,0
2021-08-15,ATM005,transit_hub,1724100,539,1,0,2098400,374300,0
2021-08-16,ATM001,metro_retail,845800,264,0,0,2246700,1400900,0
2021-08-16,ATM002,urban_residential,552800,173,0,1843000,2030500,1477700,0
2021-08-16,ATM003,corporate_park,628800,196,0,0,1353800,725000,0
2021-08-16,ATM004,rural_branch,384900,120,0,0,732500,347500,0
2021-08-16,ATM005,transit_hub,1057000,330,0,3306000,3680300,2623300,0
2021-08-17,ATM001,metro_retail,748900,234,0,0,1400900,651900,0
2021-08-17,ATM002,urban_residential,403100,126,0,0,1477700,1074600,0
2021-08-17,ATM003,corporate_park,536300,168,0,1625000,2350000,1813700,0
2021-08-17,ATM004,rural_branch,259400,81,0,922000,1269500,1010200,0
2021-08-17,ATM005,transit_hub,821400,257,0,0,2623300,1801900,0
2021-08-18,ATM001,metro_retail,727100,227,0,2888000,3539900,2812800,0
2021-08-18,ATM002,urban_residential,421100,132,0,0,1074600,653500,0
2021-08-18,ATM003,corporate_park,406600,127,0,0,1813700,1407100,0
2021-08-18,ATM004,rural_branch,223300,70,0,0,1010200,786900,0
2021-08-18,ATM005,transit_hub,826700,258,0,0,1801900,975100,0
2021-08-19,ATM001,metro_retail,818700,256,0,0,2812800,1994100,0
2021-08-19,ATM002,urban_residential,409200,128,0,1377000,2030500,1621300,0
2021-08-19,ATM003,corporate_park,467200,146,0,0,1407100,939900,0
2021-08-19,ATM004,rural_branch,307700,96,0,0,786900,479200,0
2021-08-19,ATM005,transit_hub,831400,260,0,2705000,3680100,2848700,0
2021-08-20,ATM001,metro_retail,1077400,337,0,0,1994100,916800,0
2021-08-20,ATM002,urban_residential,637800,199,0,0,1621300,983500,0
2021-08-20,ATM003,corporate_park,939900,294,0,0,939900,0,1
2021-08-20,ATM004,rural_branch,404800,126,0,0,479200,74400,0
2021-08-20,ATM005,transit_hub,1183500,370,0,0,2848700,1665200,0
2021-08-21,ATM001,metro_retail,1371800,429,0,2623000,3539800,2168000,0
2021-08-21,ATM002,urban_residential,801500,250,0,0,983500,182000,0
2021-08-21,ATM003,corporate_park,847400,265,0,2350000,2350000,1502600,0
2021-08-21,ATM004,rural_branch,510200,159,0,1196000,1270400,760300,0
2021-08-21,ATM005,transit_hub,1498400,468,0,0,1665200,166800,0
2021-08-22,ATM001,metro_retail,1085300,339,0,0,2168000,1082600,0
2021-08-22,ATM002,urban_residential,606600,190,0,1848000,2030000,1423400,0
2021-08-22,ATM003,corporate_park,810700,253,0,0,1502600,691900,0
2021-08-22,ATM004,rural_branch,380900,119,0,0,760300,379300,0
2021-08-22,ATM005,transit_hub,1196500,374,0,3513000,3679800,2483200,0
2021-08-23,ATM001,metro_retail,968600,303,0,2457000,3539600,2571000,0
2021-08-23,ATM002,urban_residential,570600,178,0,0,1423400,852800,0
2021-08-23,ATM003,corporate_park,656200,205,0,1658000,2349900,1693700,0
2021-08-23,ATM004,rural_branch,396000,124,0,891000,1270300,874300,0
2021-08-23,ATM005,transit_hub,932100,291,0,0,2483200,1551100,0
2021-08-24,ATM001,metro_retail,770200,241,0,0,2571000,1800900,0
2021-08-24,ATM002,urban_residential,428300,134,0,0,852800,424500,0
2021-08-24,ATM003,corporate_park,456900,143,0,0,1693700,1236700,0
2021-08-24,ATM004,rural_branch,290700,91,0,0,874300,583600,0
2021-08-24,ATM005,transit_hub,806300,252,0,0,1551100,744900,0
2021-08-25,ATM001,metro_retail,777700,243,0,0,1800900,1023200,0
2021-08-25,ATM002,urban_residential,452400,141,0,1605000,2029500,1577100,0
2021-08-25,ATM003,corporate_park,542100,169,0,0,1236700,694700,0
2021-08-25,ATM004,rural_branch,236200,74,0,0,583600,347500,0
2021-08-25,ATM005,transit_hub,724600,226,0,2935000,3679900,2955300,0
2021-08-26,ATM001,metro_retail,842100,263,0,2517000,3540200,2698100,0
2021-08-26,ATM002,urban_residential,428900,134,0,0,1577100,1148200,0
2021-08-26,ATM003,corporate_park,514400,161,0,1655000,2349700,1835300,0
2021-08-26,ATM004,rural_branch,298700,93,0,923000,1270500,971700,0
2021-08-26,ATM005,transit_hub,827000,258,0,0,2955300,2128200,0
2021-08-27,ATM001,metro_retail,1117100,349,0,0,2698100,1581000,0
2021-08-27,ATM002,urban_residential,626100,196,0,0,1148200,522100,0
2021-08-27,ATM003,corporate_park,735700,230,0,0,1835300,1099600,0
2021-08-27,ATM004,rural_branch,367500,115,0,0,971700,604300,0
2021-08-27,ATM005,transit_hub,1132500,354,0,0,2128200,995700,0
2021-08-28,ATM001,metro_retail,1581000,494,0,0,1581000,0,1
2021-08-28,ATM002,urban_residential,886800,277,0,1508000,2030100,1143300,0
2021-08-28,ATM003,corporate_park,1081000,338,0,0,1099600,18600,0
2021-08-28,ATM004,rural_branch,467400,146,0,0,604300,136800,0
2021-08-28,ATM005,transit_hub,1636200,511,0,2684000,3679700,2043500,0
2021-08-29,ATM001,metro_retail,1582400,494,0,3540000,3540000,1957600,0
2021-08-29,ATM002,urban_residential,948400,296,0,0,1143300,194900,0
2021-08-29,ATM003,corporate_park,957000,299,0,2331000,2349600,1392600,0
2021-08-29,ATM004,rural_branch,489500,153,0,1133000,1269800,780400,0
2021-08-29,ATM005,transit_hub,1724100,539,0,0,2043500,319400,0
2021-08-30,ATM001,metro_retail,1485400,464,1,0,1957600,472300,0
2021-08-30,ATM002,urban_residential,887500,277,1,1835000,2029900,1142400,0
2021-08-30,ATM003,corporate_park,981700,307,1,0,1392600,411000,0
2021-08-30,ATM004,rural_branch,620000,194,1,0,780400,160400,0
2021-08-30,ATM005,transit_hub,1719700,537,1,3361000,3680400,1960700,0
2021-08-31,ATM001,metro_retail,950500,297,0,3068000,3540300,2589800,0
2021-08-31,ATM002,urban_residential,688600,215,0,0,1142400,453800,0
2021-08-31,ATM003,corporate_park,629400,197,0,1939000,2350000,1720600,0
2021-08-31,ATM004,rural_branch,385600,120,0,1110000,1270400,884900,0
2021-08-31,ATM005,transit_hub,989200,309,0,0,1960700,971400,0
2021-09-01,ATM001,metro_retail,1027300,321,0,0,2589800,1562500,0
2021-09-01,ATM002,urban_residential,601700,188,0,1576000,2029800,1428100,0
2021-09-01,ATM003,corporate_park,594900,186,0,0,1720600,1125600,0
2021-09-01,ATM004,rural_branch,372700,116,0,0,884900,512200,0
2021-09-01,ATM005,transit_hub,1100900,344,0,2709000,3680400,2579500,0
2021-09-02,ATM001,metro_retail,953400,298,0,0,1562500,609100,0
2021-09-02,ATM002,urban_residential,592100,185,0,0,1428100,836000,0
2021-09-02,ATM003,corporate_park,716500,224,0,0,1125600,409200,0
2021-09-02,ATM004,rural_branch,395500,124,0,0,512200,116600,0
2021-09-02,ATM005,transit_hub,1089600,340,0,0,2579500,1489900,0
2021-09-03,ATM001,metro_retail,1427800,446,0,2931000,3540100,2112200,0
2021-09-03,ATM002,urban_residential,836000,261,0,0,836000,0,1
2021-09-03,ATM003,corporate_park,947400,296,0,1941000,2350200,1402800,0
2021-09-03,ATM004,rural_branch,611200,191,0,1153000,1269600,658400,0
2021-09-03,ATM005,transit_hub,1474800,461,0,0,1489900,15200,0
2021-09-04,ATM001,metro_retail,1503000,470,0,0,2112200,609200,0
2021-09-04,ATM002,urban_residential,776000,242,0,2030000,2030000,1254000,0
2021-09-04,ATM003,corporate_park,933600,292,0,0,1402800,469300,0
2021-09-04,ATM004,rural_branch,497500,155,0,0,658400,161000,0
2021-09-04,ATM005,transit_hub,1320400,413,0,3665000,3680200,2359700,0
2021-09-05,ATM001,metro_retail,1202600,376,0,2931000,3540200,2337700,0
2021-09-05,ATM002,urban_residential,660700,206,0,0,1254000,593300,0
2021-09-05,ATM003,corporate_park,839000,262,0,1881000,2350300,1511200,0
2021-09-05,ATM004,rural_branch,413300,129,0,1109000,1270000,856700,0
2021-09-05,ATM005,transit_hub,1296200,405,0,0,2359700,1063500,0
2021-09-06,ATM001,metro_retail,912500,285,0,0,2337700,1425200,0
2021-09-06,ATM002,urban_residential,484700,151,0,1437000,2030300,1545600,0
2021-09-06,ATM003,corporate_park,682700,213,0,0,1511200,828500,0
2021-09-06,ATM004,rural_branch,358100,112,0,0,856700,498600,0
2021-09-06,ATM005,transit_hub,1064600,333,0,2616000,3679500,2614900,0
2021-09-07,ATM001,metro_retail,849700,266,0,0,1425200,575400,0
2021-09-07,ATM002,urban_residential,483400,151,0,0,1545600,1062200,0
2021-09-07,ATM003,corporate_park,566700,177,0,0,828500,261800,0
2021-09-07,ATM004,rural_branch,316200,99,0,0,498600,182400,0
2021-09-07,ATM005,transit_hub,884800,277,0,0,2614900,1730100,0
2021-09-08,ATM001,metro_retail,814600,255,0,2965000,3540400,2725800,0
2021-09-08,ATM002,urban_residential,439100,137,0,0,1062200,623100,0
2021-09-08,ATM003,corporate_park,454500,142,0,2088000,2349800,1895300,0
2021-09-08,ATM004,rural_branch,257800,81,0,1088000,1270400,1012600,0
2021-09-08,ATM005,transit_hub,705100,220,0,0,1730100,1025000,0
2021-09-09,ATM001,metro_retail,807200,252,0,0,2725800,1918600,0
2021-09-09,ATM002,urban_residential,456900,143,0,1407000,2030100,1573200,0
2021-09-09,ATM003,corporate_park,578100,181,0,0,1895300,1317100,0
2021-09-09,ATM004,rural_branch,256000,80,0,0,1012600,756500,0
2021-09-09,ATM005,transit_hub,802800,251,0,2655000,3680000,2877200,0
2021-09-10,ATM001,metro_retail,1099300,344,0,0,1918600,819300,0
2021-09-10,ATM002,urban_residential,563100,176,0,0,1573200,1010100,0
2021-09-10,ATM003,corporate_park,682500,213,0,0,1317100,634600,0
2021-09-10,ATM004,rural_branch,380700,119,0,0,756500,375900,0
2021-09-10,ATM005,transit_hub,1123000,351,0,0,2877200,1754200,0
2021-09-11,ATM001,metro_retail,1431100,447,0,2721000,3540300,2109200,0
2021-09-11,ATM002,urban_residential,881700,276,0,0,1010100,128500,0
2021-09-11,ATM003,corporate_park,1041800,326,0,1715000,2349600,1307800,0
2021-09-11,ATM004,rural_branch,575600,180,0,894000,1269900,694300,0
2021-09-11,ATM005,transit_hub,1453200,454,0,0,1754200,301000,0
2021-09-12,ATM001,metro_retail,1225600,383,0,0,2109200,883600,0
2021-09-12,ATM002,urban_residential,773500,242,0,1902000,2030500,1256900,0
2021-09-12,ATM003,corporate_park,777700,243,0,0,1307800,530000,0
2021-09-12,ATM004,rural_branch,500600,156,0,0,694300,193700,0
2021-09-12,ATM005,transit_hub,1179100,368,0,3379000,3680000,2500800,0
2021-09-13,ATM001,metro_retail,884100,276,0,2656000,3539600,2655500,0
2021-09-13,ATM002,urban_residential,532600,166,0,0,1256900,724300,0
2021-09-13,ATM003,corporate_park,676900,212,0,1820000,2350000,1673100,0
2021-09-13,ATM004,rural_branch,299700,94,0,1076000,1269700,970000,0
2021-09-13,ATM005,transit_hub,948800,296,0,0,2500800,1552100,0
2021-09-14,ATM001,metro_retail,750900,235,0,0,2655500,1904600,0
2021-09-14,ATM002,urban_residential,424700,133,0,0,724300,299600,0
2021-09-14,ATM003,corporate_park,589400,184,0,0,1673100,1083700,0
2021-09-14,ATM004,rural_branch,241200,75,0,0,970000,728800,0
2021-09-14,ATM005,transit_hub,780900,244,0,0,1552100,771200,0
2021-09-15,ATM001,metro_retail,812500,254,0,0,1904600,1092100,0
2021-09-15,ATM002,urban_residential,485200,152,0,1730000,2029600,1544400,0
2021-09-15,ATM003,corporate_park,417000,130,0,0,1083700,666700,0
2021-09-15,ATM004,rural_branch,265200,83,0,0,728800,463600,0
2021-09-15,ATM005,transit_hub,872800,273,0,2909000,3680200,2807300,0
2021-09-16,ATM001,metro_retail,901000,282,0,2448000,3540100,2639100,0
2021-09-16,ATM002,urban_residential,445500,139,0,0,1544400,1098900,0
2021-09-16,ATM003,corporate_park,509400,159,0,1683000,2349700,1840300,0
2021-09-16,ATM004,rural_branch,295100,92,0,0,463600,168500,0
2021-09-16,ATM005,transit_hub,841100,263,0,0,2807300,1966200,0
2021-09-17,ATM001,metro_retail,1201000,375,0,0,2639100,1438100,0
2021-09-17,ATM002,urban_residential,648100,203,0,0,1098900,450800,0
2021-09-17,ATM003,corporate_park,701200,219,0,0,1840300,1139200,0
2021-09-17,ATM004,rural_branch,513400,160,0,1101000,1269500,756100,0
2021-09-17,ATM005,transit_hub,1081000,338,0,0,1966200,885300,0
2021-09-18,ATM001,metro_retail,1438100,449,0,0,1438100,0,1
2021-09-18,ATM002,urban_residential,762300,238,0,1579000,2029800,1267600,0
2021-09-18,ATM003,corporate_park,1072000,335,0,0,1139200,67200,0
2021-09-18,ATM004,rural_branch,523300,164,0,0,756100,232800,0
2021-09-18,ATM005,transit_hub,1566500,490,0,2795000,3680300,2113700,0
2021-09-19,ATM001,metro_retail,1180900,369,0,3540000,3540000,2359100,0
2021-09-19,ATM002,urban_residential,703300,220,0,0,1267600,564200,0
2021-09-19,ATM003,corporate_park,763300,239,0,2283000,2350200,1586800,0
2021-09-19,ATM004,rural_branch,469800,147,0,1037000,1269800,800000,0
2021-09-19,ATM005,transit_hub,1280600,400,0,0,2113700,833100,0
2021-09-20,ATM001,metro_retail,994400,311,0,0,2359100,1364700,0
2021-09-20,ATM002,urban_residential,493100,154,0,1466000,2030200,1537200,0
2021-09-20,ATM003,corporate_park,808300,253,0,0,1586800,778500,0
2021-09-20,ATM004,rural_branch,327600,102,0,0,800000,472400,0
2021-09-20,ATM005,transit_hub,995800,311,0,2847000,3680100,2684300,0
2021-09-21,ATM001,metro_retail,707600,221,0,0,1364700,657100,0
2021-09-21,ATM002,urban_residential,443300,139,0,0,1537200,1093900,0
2021-09-21,ATM003,corporate_park,436000,136,0,1571000,2349500,1913500,0
2021-09-21,ATM004,rural_branch,353600,111,0,0,472400,118700,0
2021-09-21,ATM005,transit_hub,725400,227,0,0,2684300,1958800,0
2021-09-22,ATM001,metro_retail,750900,235,0,2883000,3540100,2789200,0
2021-09-22,ATM002,urban_residential,437000,137,0,0,1093900,656900,0
2021-09-22,ATM003,corporate_park,479900,150,0,0,1913500,1433600,0
2021-09-22,ATM004,rural_branch,251000,78,0,1151000,1269700,1018800,0
2021-09-22,ATM005,transit_hub,739500,231,0,0,1958800,1219300,0
2021-09-23,ATM001,metro_retail,828300,259,0,0,2789200,1960900,0
2021-09-23,ATM002,urban_residential,431600,135,0,1373000,2029900,1598200,0
2021-09-23,ATM003,corporate_park,500900,157,0,0,1433600,932700,0
2021-09-23,ATM004,rural_branch,281600,88,0,0,1018800,737200,0
2021-09-23,ATM005,transit_hub,881200,275,0,2461000,3680300,2799100,0
2021-09-24,ATM001,metro_retail,1085500,339,0,0,1960900,875400,0
2021-09-24,ATM002,urban_residential,633200,198,0,0,1598200,965000,0
2021-09-24,ATM003,corporate_park,761400,238,0,0,932700,171400,0
2021-09-24,ATM004,rural_branch,419000,131,0,0,737200,318200,0
2021-09-24,ATM005,transit_hub,1143400,357,0,0,2799100,1655700,0
2021-09-25,ATM001,metro_retail,1676700,524,0,2665000,3540400,1863800,0
2021-09-25,ATM002,urban_residential,738300,231,0,0,965000,226800,0
2021-09-25,ATM003,corporate_park,874200,273,0,2179000,2350400,1476200,0
2021-09-25,ATM004,rural_branch,472500,148,0,952000,1270200,797800,0
2021-09-25,ATM005,transit_hub,1505800,471,0,0,1655700,149900,0
2021-09-26,ATM001,metro_retail,1277100,399,0,0,1863800,586700,0
2021-09-26,ATM002,urban_residential,756800,236,0,1803000,2029800,1273000,0
2021-09-26,ATM003,corporate_park,760700,238,0,0,1476200,715400,0
2021-09-26,ATM004,rural_branch,507200,158,0,0,797800,290600,0
2021-09-26,ATM005,transit_hub,1202300,376,0,3530000,3679900,2477600,0
2021-09-27,ATM001,metro_retail,853400,267,0,2953000,3539700,2686300,0
2021-09-27,ATM002,urban_residential,520000,162,0,0,1273000,753100,0
2021-09-27,ATM003,corporate_park,536900,168,0,1635000,2350400,1813500,0
2021-09-27,ATM004,rural_branch,355200,111,0,979000,1269600,914400,0
2021-09-27,ATM005,transit_hub,1296600,405,0,0,2477600,1181000,0
2021-09-28,ATM001,metro_retail,1019600,319,0,0,2686300,1666600,0
2021-09-28,ATM002,urban_residential,556900,174,0,0,753100,196200,0
2021-09-28,ATM003,corporate_park,657100,205,0,0,1813500,1156400,0
2021-09-28,ATM004,rural_branch,326900,102,0,0,914400,587500,0
2021-09-28,ATM005,transit_hub,848200,265,0,2499000,3680000,2831800,0
2021-09-29,ATM001,metro_retail,936300,293,0,0,1666600,730300,0
2021-09-29,ATM002,urban_residential,592400,185,0,1834000,2030200,1437800,0
2021-09-29,ATM003,corporate_park,528600,165,0,0,1156400,627800,0
2021-09-29,ATM004,rural_branch,327000,102,0,0,587500,260500,0
2021-09-29,ATM005,transit_hub,852300,266,0,0,2831800,1979500,0
2021-09-30,ATM001,metro_retail,1051700,329,0,2810000,3540300,2488700,0
2021-09-30,ATM002,urban_residential,536300,168,0,0,1437800,901400,0
2021-09-30,ATM003,corporate_park,599500,187,0,1722000,2349800,1750300,0
2021-09-30,ATM004,rural_branch,319300,100,0,1009000,1269500,950200,0
2021-09-30,ATM005,transit_hub,1038400,324,0,0,1979500,941100,0
2021-10-01,ATM001,metro_retail,1697100,530,0,0,2488700,791500,0
2021-10-01,ATM002,urban_residential,901400,282,0,0,901400,0,1
2021-10-01,ATM003,corporate_park,1063800,332,0,0,1750300,686500,0
2021-10-01,ATM004,rural_branch,566800,177,0,0,950200,383400,0
2021-10-01,ATM005,transit_hub,1711400,535,0,2739000,3680100,1968700,0
2021-10-02,ATM001,metro_retail,2264000,708,1,2748000,3539500,1275500,0
2021-10-02,ATM002,urban_residential,1234300,386,1,2030000,2030000,795700,0
2021-10-02,ATM003,corporate_park,1351900,422,1,1664000,2350500,998600,0
2021-10-02,ATM004,rural_branch,639200,200,1,887000,1270400,631200,0
2021-10-02,ATM005,transit_hub,1968700,615,1,0,1968700,0,1
2021-10-03,ATM001,metro_retail,1275500,399,0,0,1275500,0,1
2021-10-03,ATM002,urban_residential,795700,249,0,0,795700,0,1
2021-10-03,ATM003,corporate_park,998600,312,0,0,998600,0,1
2021-10-03,ATM004,rural_branch,560000,175,0,0,631200,71200,0
2021-10-03,ATM005,transit_hub,1698400,531,0,3680000,3680000,1981600,0
2021-10-04,ATM001,metro_retail,893700,279,0,3540000,3540000,2646300,0
2021-10-04,ATM002,urban_residential,559100,175,0,2030000,2030000,1470900,0
2021-10-04,ATM003,corporate_park,560400,175,0,2350000,2350000,1789600,0
2021-10-04,ATM004,rural_branch,338900,106,0,1199000,1270200,931400,0
2021-10-04,ATM005,transit_hub,1063700,332,0,0,1981600,917900,0
2021-10-05,ATM001,metro_retail,795900,249,0,0,2646300,1850400,0
2021-10-05,ATM002,urban_residential,389400,122,0,0,1470900,1081500,0
2021-10-05,ATM003,corporate_park,520200,163,0,0,1789600,1269400,0
2021-10-05,ATM004,rural_branch,258400,81,0,0,931400,673000,0
2021-10-05,ATM005,transit_hub,842700,263,0,2762000,3679900,2837200,0
2021-10-06,ATM001,metro_retail,799100,250,0,0,1850400,1051300,0
2021-10-06,ATM002,urban_residential,439800,137,0,0,1081500,641700,0
2021-10-06,ATM003,corporate_park,479300,150,0,0,1269400,790100,0
2021-10-06,ATM004,rural_branch,252300,79,0,0,673000,420700,0
2021-10-06,ATM005,transit_hub,777800,243,0,0,2837200,2059400,0
2021-10-07,ATM001,metro_retail,998900,312,0,2489000,3540300,2541400,0
2021-10-07,ATM002,urban_residential,481000,150,0,1388000,2029700,1548700,0
2021-10-07,ATM003,corporate_park,555700,174,0,1560000,2350100,1794400,0
2021-10-07,ATM004,rural_branch,300700,94,0,849000,1269700,968900,0
2021-10-07,ATM005,transit_hub,784500,245,0,0,2059400,1274900,0
2021-10-08,ATM001,metro_retail,1270100,397,0,0,2541400,1271300,0
2021-10-08,ATM002,urban_residential,668100,209,0,0,1548700,880600,0
