date,atm_id,location_type,net_cash_out,num_withdrawals,is_holiday,replenishment,end_of_day_balance,stockout
2021-11-12,ATM004,rural_branch,540000,169,1,0,174700,0
2021-11-12,ATM005,transit_hub,1460400,456,1,0,1076100,0
2021-11-13,ATM001,metro_retail,1431100,447,0,0,527400,0
2021-11-13,ATM002,urban_residential,753100,235,0,0,0,1
2021-11-13,ATM003,corporate_park,1220500,381,0,0,0,1
2021-11-13,ATM004,rural_branch,592200,185,0,1065000,647500,0
2021-11-13,ATM005,transit_hub,1613200,504,0,2214000,1676800,0
2021-11-14,ATM001,metro_retail,1248400,390,0,3013000,2292100,0
2021-11-14,ATM002,urban_residential,748100,234,0,2120000,1371900,0
2021-11-14,ATM003,corporate_park,1075100,336,0,2920000,1844900,0
2021-11-14,ATM004,rural_branch,526600,165,0,0,121000,0
2021-11-14,ATM005,transit_hub,1248600,390,0,0,428200,0
2021-11-15,ATM001,metro_retail,1219500,381,0,0,1072500,0
2021-11-15,ATM002,urban_residential,685300,214,0,0,686600,0
2021-11-15,ATM003,corporate_park,834800,261,0,0,1010100,0
2021-11-15,ATM004,rural_branch,383700,120,0,1119000,856300,0
2021-11-15,ATM005,transit_hub,1156100,361,0,2862000,2134100,0
2021-11-16,ATM001,metro_retail,738200,231,0,2467000,2801400,0
2021-11-16,ATM002,urban_residential,445700,139,0,1433000,1673900,0
2021-11-16,ATM003,corporate_park,757400,237,0,1910000,2162800,0
2021-11-16,ATM004,rural_branch,310700,97,0,0,545600,0
2021-11-16,ATM005,transit_hub,661400,207,0,0,1472700,0
2021-11-17,ATM001,metro_retail,844800,264,0,0,1956600,0
2021-11-17,ATM002,urban_residential,430500,135,0,0,1243400,0
2021-11-17,ATM003,corporate_park,516600,161,0,0,1646100,0
2021-11-17,ATM004,rural_branch,262300,82,0,0,283400,0
2021-11-17,ATM005,transit_hub,697200,218,0,0,775500,0
2021-11-18,ATM001,metro_retail,792600,248,0,0,1163900,0
2021-11-18,ATM002,urban_residential,481500,150,0,0,761800,0
2021-11-18,ATM003,corporate_park,749700,234,0,0,896500,0
2021-11-18,ATM004,rural_branch,278800,87,0,957000,961500,0
2021-11-18,ATM005,transit_hub,727900,227,0,2515000,2562600,0
2021-11-19,ATM001,metro_retail,1149000,359,0,2376000,2390900,0
2021-11-19,ATM002,urban_residential,659800,206,0,0,102000,0
2021-11-19,ATM003,corporate_park,897800,281,0,2024000,2022600,0
2021-11-19,ATM004,rural_branch,373600,117,0,0,588000,0
2021-11-19,ATM005,transit_hub,1026400,321,0,0,1536200,0
2021-11-20,ATM001,metro_retail,1456400,455,0,0,934500,0
2021-11-20,ATM002,urban_residential,788400,246,0,2018000,1331700,0
2021-11-20,ATM003,corporate_park,1169800,366,0,0,852800,0
2021-11-20,ATM004,rural_branch,562200,176,0,0,25800,0
2021-11-20,ATM005,transit_hub,1295800,405,0,0,240400,0
2021-11-21,ATM001,metro_retail,1274600,398,0,2605000,2264900,0
2021-11-21,ATM002,urban_residential,735500,230,0,0,596200,0
2021-11-21,ATM003,corporate_park,1035900,324,0,2067000,1884000,0
2021-11-21,ATM004,rural_branch,485900,152,0,1214000,753900,0
2021-11-21,ATM005,transit_hub,1151700,360,0,3050000,2138800,0
2021-11-22,ATM001,metro_retail,944000,295,0,0,1320900,0
2021-11-22,ATM002,urban_residential,633800,198,0,1524000,1486400,0
2021-11-22,ATM003,corporate_park,682100,213,0,0,1201900,0
2021-11-22,ATM004,rural_branch,312300,98,0,0,441500,0
2021-11-22,ATM005,transit_hub,915500,286,0,0,1223300,0
2021-11-23,ATM001,metro_retail,858100,268,0,0,462800,0
2021-11-23,ATM002,urban_residential,450000,141,0,0,1036400,0
2021-11-23,ATM003,corporate_park,608300,190,0,0,593700,0
2021-11-23,ATM004,rural_branch,282100,88,0,0,159400,0
2021-11-23,ATM005,transit_hub,729500,228,0,0,493700,0
2021-11-24,ATM001,metro_retail,725500,227,0,3077000,2814400,0
2021-11-24,ATM002,urban_residential,415900,130,0,0,620500,0
2021-11-24,ATM003,corporate_park,544000,170,0,2326000,2375700,0
2021-11-24,ATM004,rural_branch,257200,80,0,1081000,983200,0
2021-11-24,ATM005,transit_hub,764100,239,0,2796000,2525700,0
2021-11-25,ATM001,metro_retail,867000,271,0,0,1947400,0
2021-11-25,ATM002,urban_residential,493800,154,0,1499000,1625700,0
2021-11-25,ATM003,corporate_park,611000,191,0,0,1764700,0
2021-11-25,ATM004,rural_branch,263100,82,0,0,720100,0
2021-11-25,ATM005,transit_hub,758400,237,0,0,1767300,0
2021-11-26,ATM001,metro_retail,1049000,328,0,0,898300,0
2021-11-26,ATM002,urban_residential,582500,182,0,0,1043200,0
2021-11-26,ATM003,corporate_park,837800,262,0,0,926900,0
2021-11-26,ATM004,rural_branch,405500,127,0,0,314600,0
2021-11-26,ATM005,transit_hub,1143200,357,0,0,624100,0
2021-11-27,ATM001,metro_retail,1455600,455,0,2642000,2084700,0
2021-11-27,ATM002,urban_residential,738500,231,0,0,304700,0
2021-11-27,ATM003,corporate_park,1289600,403,0,1993000,1630300,0
2021-11-27,ATM004,rural_branch,433500,135,0,925000,806100,0
2021-11-27,ATM005,transit_hub,1338600,418,0,2666000,1951400,0
2021-11-28,ATM001,metro_retail,1851400,579,0,0,233300,0
2021-11-28,ATM002,urban_residential,969800,303,0,1815000,1149900,0
2021-11-28,ATM003,corporate_park,1376000,430,0,0,254300,0
2021-11-28,ATM004,rural_branch,569600,178,0,0,236500,0
2021-11-28,ATM005,transit_hub,1669900,522,0,0,281500,0
2021-11-29,ATM001,metro_retail,1425500,445,0,3307000,2114800,0
2021-11-29,ATM002,urban_residential,764200,239,0,0,385600,0
2021-11-29,ATM003,corporate_park,1045000,327,0,2666000,1875300,0
2021-11-29,ATM004,rural_branch,559000,175,0,1004000,681400,0
2021-11-29,ATM005,transit_hub,1178600,368,0,3008000,2110900,0
2021-11-30,ATM001,metro_retail,1093400,342,0,0,1021400,0
2021-11-30,ATM002,urban_residential,598600,187,0,1734000,1521100,0
2021-11-30,ATM003,corporate_park,879100,275,0,0,996200,0
2021-11-30,ATM004,rural_branch,377600,118,0,0,303800,0
2021-11-30,ATM005,transit_hub,886000,277,0,0,1225000,0
2021-12-01,ATM001,metro_retail,1132400,354,0,2519000,2408000,0
2021-12-01,ATM002,urban_residential,602600,188,0,0,918500,0
2021-12-01,ATM003,corporate_park,886200,277,0,1924000,2034100,0
2021-12-01,ATM004,rural_branch,351200,110,0,936000,888500,0
2021-12-01,ATM005,transit_hub,1002600,313,0,0,222400,0
2021-12-02,ATM001,metro_retail,1055300,330,0,0,1352600,0
2021-12-02,ATM002,urban_residential,628000,196,0,0,290500,0
2021-12-02,ATM003,corporate_park,923700,289,0,0,1110300,0
2021-12-02,ATM004,rural_branch,411500,129,0,0,477000,0
2021-12-02,ATM005,transit_hub,982300,307,0,3068000,2308100,0
2021-12-03,ATM001,metro_retail,1352600,423,0,0,0,1
2021-12-03,ATM002,urban_residential,752300,235,0,1830000,1368200,0
2021-12-03,ATM003,corporate_park,1110300,347,0,0,0,1
2021-12-03,ATM004,rural_branch,477000,149,0,0,0,1
2021-12-03,ATM005,transit_hub,1176300,368,0,0,1131800,0
2021-12-04,ATM001,metro_retail,1386900,433,0,3540000,2153100,0
2021-12-04,ATM002,urban_residential,870700,272,0,0,497400,0
2021-12-04,ATM003,corporate_park,1083600,339,0,2920000,1836400,0
2021-12-04,ATM004,rural_branch,509600,159,0,1240000,730400,0
2021-12-04,ATM005,transit_hub,1269900,397,0,2158000,2019900,0
2021-12-05,ATM001,metro_retail,1238300,387,0,0,914800,0
2021-12-05,ATM002,urban_residential,667100,208,0,1623000,1453300,0
2021-12-05,ATM003,corporate_park,915400,286,0,0,920900,0
2021-12-05,ATM004,rural_branch,432300,135,0,0,298100,0
2021-12-05,ATM005,transit_hub,1229800,384,0,0,790200,0
2021-12-06,ATM001,metro_retail,1104500,345,0,2625000,2435300,0
2021-12-06,ATM002,urban_residential,575000,180,0,0,878400,0
2021-12-06,ATM003,corporate_park,747000,233,0,1999000,2172900,0
2021-12-06,ATM004,rural_branch,356600,111,0,942000,883500,0
2021-12-06,ATM005,transit_hub,924800,289,0,2500000,2365400,0
2021-12-07,ATM001,metro_retail,859900,269,0,0,1575400,0
2021-12-07,ATM002,urban_residential,508400,159,0,0,369900,0
2021-12-07,ATM003,corporate_park,624300,195,0,0,1548600,0
2021-12-07,ATM004,rural_branch,288800,90,0,0,594700,0
2021-12-07,ATM005,transit_hub,761000,238,0,0,1604400,0
2021-12-08,ATM001,metro_retail,771400,241,0,0,804000,0
2021-12-08,ATM002,urban_residential,391600,122,0,1750000,1728400,0
2021-12-08,ATM003,corporate_park,605800,189,0,0,942800,0
2021-12-08,ATM004,rural_branch,267200,83,0,0,327500,0
2021-12-08,ATM005,transit_hub,798400,250,0,0,806000,0
2021-12-09,ATM001,metro_retail,824400,258,0,2736000,2715600,0
2021-12-09,ATM002,urban_residential,453600,142,0,0,1274800,0
2021-12-09,ATM003,corporate_park,631500,197,0,1977000,2288300,0
2021-12-09,ATM004,rural_branch,311100,97,0,913000,929400,0
2021-12-09,ATM005,transit_hub,724900,227,0,2484000,2565100,0
2021-12-10,ATM001,metro_retail,1201300,375,0,0,1514300,0
2021-12-10,ATM002,urban_residential,702100,219,0,0,572700,0
2021-12-10,ATM003,corporate_park,879000,275,0,0,1409300,0
2021-12-10,ATM004,rural_branch,442700,138,0,0,486700,0
2021-12-10,ATM005,transit_hub,1025200,320,0,0,1539900,0
2021-12-11,ATM001,metro_retail,1514300,473,0,0,0,1
2021-12-11,ATM002,urban_residential,956500,299,0,1547000,1163200,0
2021-12-11,ATM003,corporate_park,1323900,414,0,0,85400,0
2021-12-11,ATM004,rural_branch,463000,145,0,0,23700,0
2021-12-11,ATM005,transit_hub,1340400,419,0,0,199400,0
2021-12-12,ATM001,metro_retail,1142900,357,0,3540000,2397100,0
2021-12-12,ATM002,urban_residential,672900,210,0,0,490300,0
2021-12-12,ATM003,corporate_park,1113000,348,0,2835000,1807400,0
2021-12-12,ATM004,rural_branch,438200,137,0,1216000,801500,0
2021-12-12,ATM005,transit_hub,1164500,364,0,3091000,2126000,0
2021-12-13,ATM001,metro_retail,984800,308,0,0,1412300,0
2021-12-13,ATM002,urban_residential,595600,186,0,1630000,1524700,0
2021-12-13,ATM003,corporate_park,754800,236,0,0,1052600,0
2021-12-13,ATM004,rural_branch,419500,131,0,0,382000,0
2021-12-13,ATM005,transit_hub,870200,272,0,0,1255800,0
2021-12-14,ATM001,metro_retail,850300,266,0,0,562000,0
2021-12-14,ATM002,urban_residential,416600,130,0,0,1108100,0
2021-12-14,ATM003,corporate_park,623800,195,0,0,428800,0
2021-12-14,ATM004,rural_branch,334000,104,0,858000,906000,0
2021-12-14,ATM005,transit_hub,743500,232,0,0,512300,0
2021-12-15,ATM001,metro_retail,731600,229,0,2978000,2808400,0
2021-12-15,ATM002,urban_residential,443700,139,0,0,664400,0
2021-12-15,ATM003,corporate_park,703200,220,0,2491000,2216500,0
2021-12-15,ATM004,rural_branch,310800,97,0,0,595200,0
2021-12-15,ATM005,transit_hub,821700,257,0,2778000,2468500,0
2021-12-16,ATM001,metro_retail,895200,280,0,0,1913200,0
2021-12-16,ATM002,urban_residential,526600,165,0,1456000,1593800,0
2021-12-16,ATM003,corporate_park,592600,185,0,0,1623900,0
2021-12-16,ATM004,rural_branch,340000,106,0,0,255200,0
2021-12-16,ATM005,transit_hub,673500,210,0,0,1795100,0
2021-12-17,ATM001,metro_retail,996400,311,0,0,916800,0
2021-12-17,ATM002,urban_residential,696800,218,0,0,897000,0
2021-12-17,ATM003,corporate_park,1132100,354,0,0,491800,0
2021-12-17,ATM004,rural_branch,461200,144,0,985000,779000,0
2021-12-17,ATM005,transit_hub,1055600,330,0,0,739400,0
2021-12-18,ATM001,metro_retail,1431600,447,0,2623000,2108200,0
2021-12-18,ATM002,urban_residential,812000,254,0,0,84900,0
2021-12-18,ATM003,corporate_park,1167000,365,0,2428000,1752900,0
2021-12-18,ATM004,rural_branch,521100,163,0,0,257900,0
2021-12-18,ATM005,transit_hub,1333900,417,0,2551000,1956600,0
2021-12-19,ATM001,metro_retail,1450700,453,0,0,657500,0
2021-12-19,ATM002,urban_residential,759900,237,0,2035000,1360100,0
2021-12-19,ATM003,corporate_park,1057500,330,0,0,695300,0
2021-12-19,ATM004,rural_branch,376800,118,0,982000,863200,0
2021-12-19,ATM005,transit_hub,1271000,397,0,0,685500,0
2021-12-20,ATM001,metro_retail,1113300,348,0,2883000,2427200,0
2021-12-20,ATM002,urban_residential,608800,190,0,0,751300,0
2021-12-20,ATM003,corporate_park,900800,281,0,2225000,2019500,0
2021-12-20,ATM004,rural_branch,355700,111,0,0,507500,0
2021-12-20,ATM005,transit_hub,839500,262,0,2604000,2450100,0
2021-12-21,ATM001,metro_retail,836500,261,0,0,1590700,0
2021-12-21,ATM002,urban_residential,460400,144,0,0,290800,0
2021-12-21,ATM003,corporate_park,673800,211,0,0,1345800,0
2021-12-21,ATM004,rural_branch,245900,77,0,0,261600,0
2021-12-21,ATM005,transit_hub,721000,225,0,0,1729000,0
2021-12-22,ATM001,metro_retail,877000,274,0,0,713700,0
2021-12-22,ATM002,urban_residential,519200,162,0,1829000,1600600,0
2021-12-22,ATM003,corporate_park,662700,207,0,0,683100,0
2021-12-22,ATM004,rural_branch,276500,86,0,978000,963000,0
2021-12-22,ATM005,transit_hub,753400,235,0,0,975600,0
2021-12-23,ATM001,metro_retail,809200,253,0,2826000,2730500,0
2021-12-23,ATM002,urban_residential,491800,154,0,0,1108800,0
2021-12-23,ATM003,corporate_park,716200,224,0,2237000,2203900,0
2021-12-23,ATM004,rural_branch,345200,108,0,0,617800,0
2021-12-23,ATM005,transit_hub,768100,240,0,2314000,2521500,0
2021-12-24,ATM001,metro_retail,1179100,368,0,0,1551400,0
2021-12-24,ATM002,urban_residential,539800,169,0,0,569000,0
2021-12-24,ATM003,corporate_park,1076600,336,0,0,1127300,0
2021-12-24,ATM004,rural_branch,419700,131,0,0,198100,0
2021-12-24,ATM005,transit_hub,1040300,325,0,0,1481100,0
2021-12-25,ATM001,metro_retail,1551400,485,1,0,0,1
2021-12-25,ATM002,urban_residential,1095300,342,1,1551000,1024700,0
2021-12-25,ATM003,corporate_park,1127300,352,1,0,0,1
2021-12-25,ATM004,rural_branch,635700,199,1,1042000,604400,0
2021-12-25,ATM005,transit_hub,1481100,463,1,0,0,1
2021-12-26,ATM001,metro_retail,1340500,419,0,3540000,2199500,0
2021-12-26,ATM002,urban_residential,711300,222,0,0,313400,0
2021-12-26,ATM003,corporate_park,1156800,362,0,2920000,1763200,0
2021-12-26,ATM004,rural_branch,410000,128,0,0,194400,0
2021-12-26,ATM005,transit_hub,1363700,426,0,3290000,1926300,0
2021-12-27,ATM001,metro_retail,971700,304,0,0,1227800,0
2021-12-27,ATM002,urban_residential,574300,179,0,1807000,1546100,0
2021-12-27,ATM003,corporate_park,790200,247,0,0,973000,0
2021-12-27,ATM004,rural_branch,294600,92,0,1046000,945800,0
2021-12-27,ATM005,transit_hub,870600,272,0,0,1055600,0
2021-12-28,ATM001,metro_retail,845000,264,0,2312000,2694800,0
2021-12-28,ATM002,urban_residential,455500,142,0,0,1090600,0
2021-12-28,ATM003,corporate_park,673200,210,0,1947000,2246800,0
2021-12-28,ATM004,rural_branch,231400,72,0,0,714300,0
2021-12-28,ATM005,transit_hub,708000,221,0,2234000,2581700,0
2021-12-29,ATM001,metro_retail,937100,293,0,0,1757700,0
2021-12-29,ATM002,urban_residential,551500,172,0,0,539100,0
2021-12-29,ATM003,corporate_park,818600,256,0,0,1428200,0
2021-12-29,ATM004,rural_branch,418000,131,0,0,296300,0
2021-12-29,ATM005,transit_hub,830300,259,0,0,1751300,0
2021-12-30,ATM001,metro_retail,1051900,329,0,0,705800,0
2021-12-30,ATM002,urban_residential,568500,178,0,1581000,1551600,0
2021-12-30,ATM003,corporate_park,806700,252,0,0,621500,0
2021-12-30,ATM004,rural_branch,411300,129,0,944000,829000,0
2021-12-30,ATM005,transit_hub,963700,301,0,0,787700,0
2021-12-31,ATM001,metro_retail,1933300,604,1,2834000,1606500,0
2021-12-31,ATM002,urban_residential,1286300,402,1,0,265300,0
2021-12-31,ATM003,corporate_park,1491700,466,1,2299000,1428800,0
2021-12-31,ATM004,rural_branch,710400,222,1,0,118600,0
2021-12-31,ATM005,transit_hub,1865200,583,1,2502000,1424400,0
2022-01-01,ATM001,metro_retail,1606500,502,1,0,0,1
2022-01-01,ATM002,urban_residential,1561400,488,1,1855000,558900,0
2022-01-01,ATM003,corporate_park,1428800,446,1,0,0,1
2022-01-01,ATM004,rural_branch,908000,284,1,1121000,331600,0
2022-01-01,ATM005,transit_hub,1424400,445,1,0,0,1
2022-01-02,ATM001,metro_retail,1741800,544,0,3540000,1798200,0
2022-01-02,ATM002,urban_residential,965600,302,0,1561000,1154300,0
2022-01-02,ATM003,corporate_park,1344600,420,0,2920000,1575400,0
2022-01-02,ATM004,rural_branch,620000,194,0,908000,619700,0
2022-01-02,ATM005,transit_hub,1593300,498,0,3290000,1696700,0
2022-01-03,ATM001,metro_retail,1251600,391,0,0,546600,0
2022-01-03,ATM002,urban_residential,764500,239,0,0,389800,0
2022-01-03,ATM003,corporate_park,928600,290,0,0,646800,0
2022-01-03,ATM004,rural_branch,448400,140,0,0,171300,0
2022-01-03,ATM005,transit_hub,1264000,395,0,0,432700,0
2022-01-04,ATM001,metro_retail,838800,262,0,2993000,2700900,0
2022-01-04,ATM002,urban_residential,477500,149,0,1730000,1642300,0
2022-01-04,ATM003,corporate_park,571000,178,0,2273000,2348900,0
2022-01-04,ATM004,rural_branch,322400,101,0,1069000,917900,0
2022-01-04,ATM005,transit_hub,687800,215,0,2857000,2601900,0
2022-01-05,ATM001,metro_retail,740400,231,0,0,1960400,0
2022-01-05,ATM002,urban_residential,485600,152,0,0,1156700,0
2022-01-05,ATM003,corporate_park,536400,168,0,0,1812400,0
2022-01-05,ATM004,rural_branch,284600,89,0,0,633200,0
2022-01-05,ATM005,transit_hub,748700,234,0,0,1853200,0
2022-01-06,ATM001,metro_retail,798600,250,0,0,1161900,0
2022-01-06,ATM002,urban_residential,438600,137,0,0,718000,0
2022-01-06,ATM003,corporate_park,709400,222,0,0,1103100,0
2022-01-06,ATM004,rural_branch,238600,75,0,0,394600,0
2022-01-06,ATM005,transit_hub,773200,242,0,0,1080000,0
2022-01-07,ATM001,metro_retail,1147200,359,0,2378000,2392700,0
2022-01-07,ATM002,urban_residential,774600,242,0,1402000,1345400,0
2022-01-07,ATM003,corporate_park,995100,311,0,0,107900,0
2022-01-07,ATM004,rural_branch,502500,157,0,845000,737100,0
2022-01-07,ATM005,transit_hub,1226300,383,0,2210000,2063800,0
2022-01-08,ATM001,metro_retail,1444500,451,0,0,948100,0
2022-01-08,ATM002,urban_residential,825500,258,0,0,519900,0
2022-01-08,ATM003,corporate_park,1219500,381,0,2812000,1700400,0
2022-01-08,ATM004,rural_branch,437600,137,0,0,299500,0
2022-01-08,ATM005,transit_hub,1266400,396,0,0,797300,0
2022-01-09,ATM001,metro_retail,1230000,384,0,2592000,2310200,0
2022-01-09,ATM002,urban_residential,813500,254,0,1600000,1306300,0
2022-01-09,ATM003,corporate_park,1066900,333,0,0,633500,0
2022-01-09,ATM004,rural_branch,444000,139,0,941000,796500,0
2022-01-09,ATM005,transit_hub,1290500,403,0,2493000,1999800,0
2022-01-10,ATM001,metro_retail,1090100,341,0,0,1220100,0
2022-01-10,ATM002,urban_residential,575900,180,0,0,730500,0
2022-01-10,ATM003,corporate_park,787100,246,0,2287000,2133400,0
2022-01-10,ATM004,rural_branch,313200,98,0,0,483300,0
2022-01-10,ATM005,transit_hub,935400,292,0,0,1064400,0
2022-01-11,ATM001,metro_retail,816100,255,0,2320000,2724000,0
2022-01-11,ATM002,urban_residential,388900,122,0,1390000,1731600,0
2022-01-11,ATM003,corporate_park,611100,191,0,0,1522300,0
2022-01-11,ATM004,rural_branch,282200,88,0,0,201100,0
2022-01-11,ATM005,transit_hub,893600,279,0,2226000,2396900,0
2022-01-12,ATM001,metro_retail,747800,234,0,0,1976300,0
2022-01-12,ATM002,urban_residential,445900,139,0,0,1285700,0
2022-01-12,ATM003,corporate_park,570300,178,0,0,952000,0
2022-01-12,ATM004,rural_branch,241800,76,0,1039000,998300,0
2022-01-12,ATM005,transit_hub,604200,189,0,0,1792700,0
2022-01-13,ATM001,metro_retail,852900,267,0,0,1123300,0
2022-01-13,ATM002,urban_residential,417200,130,0,0,868500,0
2022-01-13,ATM003,corporate_park,548000,171,0,1968000,2372000,0
2022-01-13,ATM004,rural_branch,253900,79,0,0,744300,0
2022-01-13,ATM005,transit_hub,742300,232,0,0,1050300,0
2022-01-14,ATM001,metro_retail,1216100,380,0,2417000,2324200,0
2022-01-14,ATM002,urban_residential,657300,205,0,0,211200,0
2022-01-14,ATM003,corporate_park,993700,311,0,0,1378300,0
2022-01-14,ATM004,rural_branch,370700,116,0,0,373700,0
2022-01-14,ATM005,transit_hub,934800,292,0,2240000,2355600,0
2022-01-15,ATM001,metro_retail,1512400,473,0,0,811800,0
2022-01-15,ATM002,urban_residential,944500,295,0,1909000,1175600,0
2022-01-15,ATM003,corporate_park,1276300,399,0,0,102000,0
2022-01-15,ATM004,rural_branch,634500,198,0,866000,605200,0
2022-01-15,ATM005,transit_hub,1326800,415,0,0,1028700,0
2022-01-16,ATM001,metro_retail,1274400,398,0,2728000,2265300,0
2022-01-16,ATM002,urban_residential,730200,228,0,0,445400,0
2022-01-16,ATM003,corporate_park,1041700,326,0,2818000,1878200,0
2022-01-16,ATM004,rural_branch,454700,142,0,0,150500,0
2022-01-16,ATM005,transit_hub,1322700,413,0,2261000,1967000,0
2022-01-17,ATM001,metro_retail,1058100,331,0,0,1207200,0
2022-01-17,ATM002,urban_residential,526500,165,0,1675000,1593900,0
2022-01-17,ATM003,corporate_park,812100,254,0,0,1066200,0
2022-01-17,ATM004,rural_branch,385200,120,0,1090000,855200,0
2022-01-17,ATM005,transit_hub,836700,261,0,0,1130300,0
2022-01-18,ATM001,metro_retail,747800,234,0,2333000,2792400,0
2022-01-18,ATM002,urban_residential,422000,132,0,0,1171900,0
2022-01-18,ATM003,corporate_park,554900,173,0,0,511300,0
2022-01-18,ATM004,rural_branch,322500,101,0,0,532700,0
2022-01-18,ATM005,transit_hub,793000,248,0,2160000,2497300,0
2022-01-19,ATM001,metro_retail,793800,248,0,0,1998600,0
2022-01-19,ATM002,urban_residential,419700,131,0,0,752200,0
2022-01-19,ATM003,corporate_park,665200,208,0,2409000,2255100,0
2022-01-19,ATM004,rural_branch,281300,88,0,0,251400,0
2022-01-19,ATM005,transit_hub,713300,223,0,0,1783900,0
2022-01-20,ATM001,metro_retail,808900,253,0,0,1189800,0
2022-01-20,ATM002,urban_residential,465000,145,0,0,287300,0
2022-01-20,ATM003,corporate_park,682300,213,0,0,1572700,0
2022-01-20,ATM004,rural_branch,309100,97,0,989000,931300,0
2022-01-20,ATM005,transit_hub,737600,230,0,0,1046400,0
2022-01-21,ATM001,metro_retail,1187500,371,0,2350000,2352300,0
2022-01-21,ATM002,urban_residential,731100,228,0,1833000,1389200,0
2022-01-21,ATM003,corporate_park,948400,296,0,0,624300,0
2022-01-21,ATM004,rural_branch,374200,117,0,0,557100,0
2022-01-21,ATM005,transit_hub,1098900,343,0,2244000,2191400,0
2022-01-22,ATM001,metro_retail,1313700,411,0,0,1038600,0
2022-01-22,ATM002,urban_residential,906900,283,0,0,482300,0
2022-01-22,ATM003,corporate_park,1211800,379,0,2296000,1708500,0
2022-01-22,ATM004,rural_branch,528200,165,0,0,29000,0
2022-01-22,ATM005,transit_hub,1490000,466,0,0,701500,0
2022-01-23,ATM001,metro_retail,1388600,434,0,2501000,2151000,0
2022-01-23,ATM002,urban_residential,727300,227,0,1638000,1393000,0
2022-01-23,ATM003,corporate_park,985000,308,0,0,723500,0
2022-01-23,ATM004,rural_branch,413700,129,0,1211000,826300,0
2022-01-23,ATM005,transit_hub,1101700,344,0,2589000,2188700,0
2022-01-24,ATM001,metro_retail,952900,298,0,0,1198100,0
2022-01-24,ATM002,urban_residential,639300,200,0,0,753700,0
2022-01-24,ATM003,corporate_park,809800,253,0,2197000,2110700,0
2022-01-24,ATM004,rural_branch,381600,119,0,0,444700,0
2022-01-24,ATM005,transit_hub,983200,307,0,0,1205500,0
2022-01-25,ATM001,metro_retail,701600,219,0,2342000,2838600,0
2022-01-25,ATM002,urban_residential,415000,130,0,0,338700,0
2022-01-25,ATM003,corporate_park,533100,167,0,0,1577600,0
2022-01-25,ATM004,rural_branch,308700,96,0,0,136000,0
2022-01-25,ATM005,transit_hub,748400,234,0,0,457100,0
2022-01-26,ATM001,metro_retail,814400,254,1,0,2024200,0
2022-01-26,ATM002,urban_residential,514300,161,1,1781000,1605500,0
2022-01-26,ATM003,corporate_park,802700,251,1,0,774900,0
2022-01-26,ATM004,rural_branch,333400,104,1,1104000,906600,0
2022-01-26,ATM005,transit_hub,857800,268,1,2833000,2432200,0
2022-01-27,ATM001,metro_retail,790100,247,0,0,1234000,0
2022-01-27,ATM002,urban_residential,467800,146,0,0,1137700,0
2022-01-27,ATM003,corporate_park,791500,247,0,2145000,2128400,0
2022-01-27,ATM004,rural_branch,291600,91,0,0,615000,0
2022-01-27,ATM005,transit_hub,725000,227,0,0,1707300,0
2022-01-28,ATM001,metro_retail,1152100,360,0,2306000,2388000,0
2022-01-28,ATM002,urban_residential,679800,212,0,0,457900,0
2022-01-28,ATM003,corporate_park,970200,303,0,0,1158200,0
2022-01-28,ATM004,rural_branch,451700,141,0,0,163300,0
2022-01-28,ATM005,transit_hub,1009900,316,0,0,697400,0
2022-01-29,ATM001,metro_retail,1937100,605,0,0,450800,0
2022-01-29,ATM002,urban_residential,1174200,367,0,1662000,945700,0
2022-01-29,ATM003,corporate_park,1158200,362,0,0,0,1
2022-01-29,ATM004,rural_branch,683600,214,0,1077000,556600,0
2022-01-29,ATM005,transit_hub,1695600,530,0,2593000,1594900,0
2022-01-30,ATM001,metro_retail,1663900,520,0,3089000,1876000,0
2022-01-30,ATM002,urban_residential,932700,291,0,0,13000,0
2022-01-30,ATM003,corporate_park,1508800,472,0,2920000,1411200,0
2022-01-30,ATM004,rural_branch,556600,174,0,0,0,1
2022-01-30,ATM005,transit_hub,1542800,482,0,0,52100,0
2022-01-31,ATM001,metro_retail,1397300,437,0,0,478700,0
2022-01-31,ATM002,urban_residential,804700,251,0,2107000,1315300,0
2022-01-31,ATM003,corporate_park,1037500,324,0,0,373700,0
2022-01-31,ATM004,rural_branch,494300,154,0,1240000,745700,0
2022-01-31,ATM005,transit_hub,1253100,392,0,3238000,2037000,0
2022-02-01,ATM001,metro_retail,1059800,331,0,3061000,2479800,0
2022-02-01,ATM002,urban_residential,662400,207,0,0,652900,0
2022-02-01,ATM003,corporate_park,785000,245,0,2546000,2134700,0
2022-02-01,ATM004,rural_branch,440400,138,0,0,305200,0
2022-02-01,ATM005,transit_hub,1238900,387,0,0,798100,0
2022-02-02,ATM001,metro_retail,996700,311,0,0,1483100,0
2022-02-02,ATM002,urban_residential,712900,223,0,1467000,1407000,0
2022-02-02,ATM003,corporate_park,859700,269,0,0,1275100,0
2022-02-02,ATM004,rural_branch,463900,145,0,935000,776300,0
2022-02-02,ATM005,transit_hub,917100,287,0,2492000,2373100,0
2022-02-03,ATM001,metro_retail,960300,300,0,0,522900,0
2022-02-03,ATM002,urban_residential,580000,181,0,0,827000,0
2022-02-03,ATM003,corporate_park,774000,242,0,0,501100,0
2022-02-03,ATM004,rural_branch,393900,123,0,0,382400,0
